Entry	Entry name	Gene names
P77173	ZIPA_ECOLI	zipA b2412 JW2404
P0AFP0	YADS_ECOLI	yadS b0157 JW0153
P60651	SPEB_ECOLI	speB b2937 JW2904
P33591	NIKB_ECOLI	nikB b3477 JW3442
P0AE34	ARTQ_ECOLI	artQ b0862 JW0846
P77416	HYFD_ECOLI	hyfD b2484 JW2469
P06972	FHUB_ECOLI	fhuB b0153 JW0149
P10121	FTSY_ECOLI	ftsY b3464 JW3429
P39365	SGCC_ECOLI	sgcC yjhN b4304 JW4266
P76128	DDPA_ECOLI	ddpA yddS b1487 JW5240
P31473	RAVA_ECOLI	ravA yieN b3746 JW3725
P76249	LEUE_ECOLI	leuE yeaS b1798 JW1787
P0AFR9	YDCV_ECOLI	ydcV b1443 JW1438
P75798	GSIC_ECOLI	gsiC yliC b0831 JW0815
P78067	YNJE_ECOLI	ynjE b1757 JW5287
P60752	MSBA_ECOLI	msbA b0914 JW0897
P0ABF1	PCNB_ECOLI	pcnB b0143 JW5808
P37327	YFDC_ECOLI	yfdC b2347 JW2344
P67762	YHBP_ECOLI	yhbP b3154 JW3123
P0AC07	FLIQ_ECOLI	fliQ flaQ b1949 JW1933
P03841	MALM_ECOLI	malM molA b4037 JW3997
P15005	MCRB_ECOLI	mcrB rglB b4346 JW5871
P0A6A3	ACKA_ECOLI	ackA ack b2296 JW2293
P0ABV2	EXBD_ECOLI	exbD b3005 JW2973
P0A6B7	ISCS_ECOLI	iscS nuvC yfhO yzzO b2530 JW2514
P0ABC7	HFLK_ECOLI	hflK hflA b4174 JW4132
P33927	CCMF_ECOLI	ccmF yejR b2196 JW2184
P0A7F3	PYRI_ECOLI	pyrI b4244 JW4203
P08194	GLPT_ECOLI	glpT b2240 JW2234
P37313	DPPF_ECOLI	dppF dppE b3540 JW3509
P02932	PHOE_ECOLI	phoE ompE b0241 JW0231
P08395	SPPA_ECOLI	sppA b1766 JW1755
P21170	SPEA_ECOLI	speA b2938 JW2905
P69490	CCME_ECOLI	ccmE yejS b2197 JW2185
P69428	TATA_ECOLI	tatA mttA1 yigT b3836 JW3813
P0AET8	HDHA_ECOLI	hdhA hsdH b1619 JW1611
P0ABK9	NRFA_ECOLI	nrfA b4070 JW4031
P77389	YDHP_ECOLI	ydhP b1657 JW1649
P77294	YDER_ECOLI	ydeR b1503 JW1497
P0ACY3	YEAG_ECOLI	yeaG b1783 JW1772
P77733	FOCB_ECOLI	focB b2492 JW2477
P0AGE0	SSB_ECOLI	ssb exrB lexC b4059 JW4020
P0AB91	AROG_ECOLI	aroG b0754 JW0737
P14176	PROW_ECOLI	proW b2678 JW2653
P34749	HOFQ_ECOLI	hofQ hopQ b3391 JW3354
P0AAI5	FABF_ECOLI	fabF fabJ b1095 JW1081
P0AGG0	THIL_ECOLI	thiL b0417 JW0407
P76185	YDHJ_ECOLI	ydhJ b1644 JW1636
P0AFI7	PDXH_ECOLI	pdxH b1638 JW1630
P0A6W3	MRAY_ECOLI	mraY murX b0087 JW0085
P33590	NIKA_ECOLI	nikA b3476 JW3441
P07001	PNTA_ECOLI	pntA b1603 JW1595
P23837	PHOQ_ECOLI	phoQ b1129 JW1115
P13009	METH_ECOLI	metH b4019 JW3979
P75777	YBHG_ECOLI	ybhG b0795 JW0779
P76361	YEER_ECOLI	yeeR b2001 JW1983
P0A8I3	YAAA_ECOLI	yaaA b0006 JW0005
P36649	CUEO_ECOLI	cueO yacK b0123 JW0119
P0AAJ3	FDNH_ECOLI	fdnH b1475 JW1471
P0A932	GFCE_ECOLI	gfcE yccZ b0983 JW0966
P39453	TORS_ECOLI	torS yccI b0993 JW5135
P27300	LPXK_ECOLI	lpxK ycaH b0915 JW0898
P37342	YJJI_ECOLI	yjjI yjjH b4380 JW4343
P32136	YIHO_ECOLI	yihO b3876 JW5852
P0AAD8	TDCC_ECOLI	tdcC b3116 JW3087
P0ADN2	YIFE_ECOLI	yifE b3764 JW3737
P28303	DINF_ECOLI	dinF b4044 JW4004
P22256	GABT_ECOLI	gabT b2662 JW2637
P0ADM0	YIDH_ECOLI	yidH b3676 JW3652
P0A800	RPOZ_ECOLI	rpoZ b3649 JW3624
P0AAA9	ZRAP_ECOLI	zraP yjaI zra b4002 JW5546
P45768	YHDY_ECOLI	yhdY b3270 JW5545
P0A6R3	FIS_ECOLI	fis b3261 JW3229
P43674	YCAL_ECOLI	ycaL b0909 JW0892
P76015	DHAK_ECOLI	dhaK ycgT b1200 JW5187
P0C960	EMTA_ECOLI	emtA mltE sltZ ycgP b1193 JW5821
P75797	GSIB_ECOLI	gsiB yliB b0830 JW5111
P76347	YEEJ_ECOLI	yeeJ b1978 JW5833
P36683	ACNB_ECOLI	acnB yacI yacJ b0118 JW0114
P00393	NDH_ECOLI	ndh b1109 JW1095
P11350	NARI_ECOLI	narI chlI b1227 JW1218
P32135	YIHN_ECOLI	yihN b3874 JW3845
P0A8A0	YEBC_ECOLI	yebC b1864 JW1853
Q46839	GLCA_ECOLI	glcA yghK b2975 JW2942
Q46916	GUDP_ECOLI	gudP ygcZ b2789 JW2760
